"PDF相对路径","章节目录","PDF页码","页数","证据方式","提取字符数","关联知识点","关联题目编号","关联题目数量","覆盖状态"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","29","69","PDF文本层","254","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","30","69","PDF文本层","123","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","31","69","PDF文本层","254","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","32","69","PDF文本层","46","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","33","69","PDF文本层","277","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","34","69","PDF文本层","340","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","35","69","PDF文本层","367","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","36","69","PDF文本层","363","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","37","69","PDF文本层","125","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","38","69","PDF文本层","425","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","39","69","PDF文本层","304","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","40","69","PDF文本层","125","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","41","69","PDF文本层","407","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","42","69","PDF文本层","159","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","43","69","PDF文本层","336","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","44","69","PDF文本层","169","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","45","69","PDF文本层","234","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","46","69","PDF文本层","187","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","47","69","PDF文本层","131","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","48","69","PDF文本层","53","人工智能伦理风险评估；公平性分群评估；深度学习","2、22、35、36、203、243、268","7","仅关键词候选，未逐题证实"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","49","69","PDF文本层","38","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","50","69","PDF文本层","177","功能需求","281、301、314","3","仅关键词候选，未逐题证实"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","51","69","PDF文本层","147","安全测试","470","1","仅关键词候选，未逐题证实"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","52","69","PDF文本层","189","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","53","69","PDF文本层","84","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","54","69","PDF文本层","228","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","55","69","PDF文本层","158","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","56","69","PDF文本层","229","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","57","69","PDF文本层","230","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","58","69","PDF文本层","181","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","59","69","PDF文本层","236","功能需求","281、301、314","3","仅关键词候选，未逐题证实"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","60","69","PDF文本层","232","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","61","69","PDF文本层","221","人工智能芯片","214","1","仅关键词候选，未逐题证实"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","62","69","PDF文本层","191","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","63","69","PDF文本层","154","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","64","69","PDF文本层","165","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","65","69","PDF文本层","230","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","66","69","PDF文本层","113","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","67","69","PDF文本层","80","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","68","69","PDF文本层","227","安全测试","470","1","仅关键词候选，未逐题证实"
"第一章/1-4/71e65852-7296-4c6a-9d2f-4563f859c36b.pdf","第一章","69","69","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","1","24","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","2","24","PDF文本层","242","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","3","24","PDF文本层","157","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","4","24","PDF文本层","195","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","5","24","PDF文本层","152","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","6","24","PDF文本层","363","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","7","24","PDF文本层","52","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","8","24","PDF文本层","133","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","9","24","PDF文本层","124","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","10","24","PDF文本层","151","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","11","24","PDF文本层","19","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","12","24","PDF文本层","63","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","13","24","PDF文本层","190","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","14","24","PDF文本层","274","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","15","24","PDF文本层","312","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","16","24","PDF文本层","181","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","17","24","PDF文本层","200","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","18","24","PDF文本层","224","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","19","24","PDF文本层","37","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","20","24","PDF文本层","87","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","21","24","PDF文本层","174","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","22","24","PDF文本层","142","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","23","24","PDF文本层","277","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7782c3cf-a0b0-4097-a157-56244eef36e9.pdf","第一章","24","24","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","1","13","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","2","13","PDF文本层","184","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","3","13","PDF文本层","234","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","4","13","PDF文本层","41","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","5","13","PDF文本层","44","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","6","13","PDF文本层","65","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","7","13","PDF文本层","37","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","8","13","PDF文本层","177","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","9","13","PDF文本层","147","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","10","13","PDF文本层","157","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","11","13","PDF文本层","173","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","12","13","PDF文本层","129","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/7ffd00cc-a401-4b30-a8b6-577826fc54ac.pdf","第一章","13","13","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","1","13","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","2","13","PDF文本层","37","附件题目 · 基础知识","101、102、103、151、152、181","6","仅关键词候选，未逐题证实"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","3","13","PDF文本层","55","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","4","13","PDF文本层","60","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","5","13","PDF文本层","94","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","6","13","PDF文本层","69","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","7","13","PDF文本层","77","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","8","13","PDF文本层","69","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","9","13","PDF文本层","71","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","10","13","PDF文本层","34","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","11","13","PDF文本层","25","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","12","13","PDF文本层","16","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/927b5edd-0b8b-4c05-98a4-2dcea8c7304d.pdf","第一章","13","13","PDF文本层","42","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","1","13","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","2","13","PDF文本层","138","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","3","13","PDF文本层","135","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","4","13","PDF文本层","120","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","5","13","PDF文本层","139","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","6","13","PDF文本层","107","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","7","13","PDF文本层","116","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","8","13","PDF文本层","154","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","9","13","PDF文本层","44","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","10","13","PDF文本层","71","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","11","13","PDF文本层","57","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","12","13","PDF文本层","205","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/9a3aba33-155b-4098-bdb6-21e5a017a68c.pdf","第一章","13","13","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","1","15","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","2","15","PDF文本层","55","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","3","15","PDF文本层","127","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","4","15","PDF文本层","13","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","5","15","PDF文本层","306","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","6","15","PDF文本层","46","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","7","15","PDF文本层","109","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","8","15","PDF文本层","289","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","9","15","PDF文本层","67","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","10","15","PDF文本层","31","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","11","15","PDF文本层","139","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","12","15","PDF文本层","259","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","13","15","PDF文本层","142","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","14","15","PDF文本层","185","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/a57acdc8-ae0d-4f0a-b260-9421d1dd02cc.pdf","第一章","15","15","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","1","22","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","2","22","PDF文本层","55","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","3","22","PDF文本层","60","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","4","22","PDF文本层","37","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","5","22","PDF文本层","282","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","6","22","PDF文本层","84","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","7","22","PDF文本层","113","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","8","22","PDF文本层","96","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","9","22","PDF文本层","86","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","10","22","PDF文本层","142","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","11","22","PDF文本层","94","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","12","22","PDF文本层","217","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","13","22","PDF文本层","108","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","14","22","PDF文本层","204","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","15","22","PDF文本层","162","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","16","22","PDF文本层","45","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","17","22","PDF文本层","110","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","18","22","PDF文本层","144","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","19","22","PDF文本层","238","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","20","22","PDF文本层","188","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","21","22","PDF文本层","50","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/b1cebeb6-412a-4251-b439-910058d1f111.pdf","第一章","22","22","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","1","15","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","2","15","PDF文本层","55","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","3","15","PDF文本层","219","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","4","15","PDF文本层","88","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","5","15","PDF文本层","26","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","6","15","PDF文本层","70","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","7","15","PDF文本层","89","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","8","15","PDF文本层","54","监督学习、无监督学习与强化学习；优化算法 SGD 与 Adam","202、222、242、267","4","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","9","15","PDF文本层","95","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","10","15","PDF文本层","109","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","11","15","PDF文本层","170","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/f4806738-d69d-41b3-b725-d59df5df3991.pdf","第一章","12","15","PDF文本层","74","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
